deviation,ICANTEN_ID,ICSCHEME_ID,ECHLOC_ID,ELMTYPE_ID,ITB_ID,ITBTYPE_ID,PHASE_ID,DIVNAME_ID,LIMMAT_ID,DIVMAT_ID,WALMAT_ID,CONFIG_ID,AUXHEAT_ID,ITER_questionable,ind,TOK,TOK_ID,DIVNAME,LCUPDATE,DATE,SHOT,TIME,TIME_ID,T1,T2,AUXHEAT,PHASE,HYBRID,ITB,ITBTYPE,ELMTYPE,ELMFREQ,ELMMAX,ELMDUR,ELMINT,OLTIME,LHTIME,TPI,ISEQ,MEFF,PGASA,PGASZ,BGASA,BGASZ,BGASA2,BGASZ2,PELLET,FUELRATE,XGASZ,XGASA,CONFIG,RGEO,RMAG,AMIN,AAREA,KAPPA,KAPPAA,KAREA,DELTA,DELTAU,DELTAL,INDENT,AREA,VOL,SEPLIM,XPLIM,WALMAT,DIVMAT,LIMMAT,EVAP,DALFMP,DALFDV,IGRADB,BT,IEML,PREMAG,IP,VSURF,Q95,SH95,BEILI2,BEIMHD,BEPMHD,BETMHD,BEPDIA,BMHDMDIA,TAUCR,FBS,RHOQ2,RHOINV,NEL,NELFORM,DNELDT,NEV,NE0,NE0TSC,ZEFF,ZEFFNEO,PRAD,POHM,ENBI,PINJ,BSOURCE,PINJ2,BSOURCE2,COCTR,PNBI,PFLOSS,ECHFREQ,ECHMODE,ECHLOC,PECRHC,PECRH,ICFREQ,ICSCHEME,ICANTEN,PICRHC,PICRH,PALPHA,DWDIA,DWDIAPAR,DWMHD,DWHC,TEV,TE0,TE0TSC,TIV,TI0,TICX0,WDIA,WMHD,WKIN,WEKIN,WIKIN,WROT,WFPER,WFPAR,WFFORM,WFANI,WFICRH,WFICRHP,WFICFORM,ICFORM,WFANIIC,TAUDIA,TAUMHD,TAUTH1,TAUTH2,WTOT,WTH,PL,PLTH,TAUTOT,TAUTH,TAUC92,TAUC93,H89,HITER96L,H93,HITER92Y,HEPS97,HIPB98Y,HIPB98Y1,HIPB98Y2,HIPB98Y3,HIPB98Y4,OMGAIMP0,OMGAIMPH,OMGAM0,OMGAMH,SPIN,TORQ,TORQBM,TORQIN,VTOR0,VTORV,VTORIMP,STANDARD,SELDB1,SELDB2,SELDB2X,IAEA92,DB2P5,DB2P8,DB3IS,DB3V5,IAE2000N,IAE2000X,HMWS2003,IAE2004S,IAE2004I,DB3DONLY,HMWS2005,OJK2006,SELDB3,SELDB3X,SELDB4,STDDB4V5,NEGW,NEL/NEGW,NUSTAREAV,QCYL,NUSTARECYL,RHOSTAR,BETATHT,TI0/TE0,BETAN,EPS
no_dev,1,1,1,3,1,1,4,7,2,4,3,2,2,0,9693,JT60U,8,NONAME,20051025,19990300,33649,8.425,8425,8.4,8.45,NB,HGELM,UNKNOWN,UNKNOWN,NA,TYPE-I,38.5,,,,,,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,3.24,,0.821,0.8210167865,1.53,1.5300577,1.41271383,0.162,,,0.0,3.24,60.9,,,C,C,C,NONE,,,1,3.08,0.0,,1.7999999999999998,,2.99,,,,,,,,,,,0.33633882,2.9899999999999998,0,,2.764e19,,3.64e19,2.6,,,401000.0,,1.27e7,,0.0,0,,1.17e7,2.49e6,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,,,0,2770.0,,4820.0,3614.0,,8260.0,3.45e6,,2.34e6,1.26e6,1.08e6,,,,763000.0,,0,0,0.0,0,0.0,0.359,,0.244,,3.45e6,2.345e6,1.21e7,9.61,0.2851,0.244,1.0,1.0,1.67136807,1.39503617,0.5714081,0.75290065,0.79912599,0.85175447,0.90315231,0.94581644,0.93698399,0.88453366,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1111111111,111111100,0,1,0.85,0.35176471,0.11391525,2.97319231,0.08713454,0.00300652,0.00313208,,,0.25339506172839504
no_dev,1,1,1,4,1,1,5,7,2,4,3,2,2,0,9694,JT60U,8,NONAME,20051025,19990300,33649,10.53,10530,10.505,10.555,NB,HSELM,UNKNOWN,UNKNOWN,NA,TYPE-III,55.0,,,,,,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,3.24,,0.849,0.8488223238,1.48,1.4793759,1.37096042,0.161,,,0.0,3.35,63.2,,,C,C,C,NONE,,,1,3.07,0.0,,1.7999999999999998,,3.0,,,,,,,,,,,0.33042935,2.29,0,,2.082e19,,2.83e19,2.85,,,642000.0,,6.14e6,,0.0,0,,5.77e6,720000.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,,,0,2205.0,,3700.0,2139.0,,6140.0,1.81e6,,1.29e6,796000.0,490000.0,,,,461000.0,,0,0,0.0,0,0.0,0.317,,0.226,,1.81e6,1.286e6,6.41e6,5.6899999999999995,0.2824,0.226,1.0,1.0,1.24648611,1.00376836,0.40034581,0.54822805,0.59735893,0.64203946,0.67110619,0.68374426,0.67402157,0.63029436,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1111111111,11111100,0,1,0.79522388,0.28796922,0.14354862,3.02636556,0.10162119,0.00260241,0.00167131,,,0.262037037037037
no_dev,1,1,1,4,1,1,5,7,2,4,3,2,2,0,9695,JT60U,8,NONAME,20051025,19990300,33649,10.91,10910,10.885,10.935,NB,HSELM,UNKNOWN,UNKNOWN,NA,TYPE-III,65.0,,,,,,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,3.24,,0.845,0.8459691315,1.49,1.49341497,1.37959099,0.158,,,0.0,3.35,63.0,,,C,C,C,NONE,,,1,3.07,0.0,,1.7999999999999998,,3.02,,,,,,,,,,,0.3304885,2.44,0,,2.232e19,,3.03e19,2.8,,,617000.0,,8.26e6,,0.0,0,,7.64e6,1.32e6,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,,,0,2184.0,,3990.0,2636.0,,6230.0,2.26e6,,1.48e6,849000.0,630000.0,,,,540000.0,,0,0,0.0,0,0.0,0.325,,0.213,,2.26e6,1.478e6,8.26e6,6.9399999999999995,0.2736,0.213,1.0,1.0,1.35955705,1.06132554,0.42427948,0.57424516,0.62245368,0.66586106,0.69856356,0.718525,0.70895812,0.66494432,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1111111111,11111100,0,1,0.80059701,0.30477256,0.15507606,3.02582388,0.11098222,0.00260225,0.00192605,,,0.26080246913580246
no_dev,1,1,1,4,1,1,5,7,2,4,3,2,2,0,9696,JT60U,8,NONAME,20051025,19990300,33649,11.33,11330,11.305,11.355,NB,HSELM,UNKNOWN,UNKNOWN,NA,TYPE-III,35.0,,,,,,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,3.24,,0.84,0.8403480119,1.51,1.51124663,1.38941565,0.158,,,0.0,3.35,62.7,,,C,C,C,NONE,,,1,3.08,0.0,,1.7999999999999998,,3.04,,,,,,,,,,,0.32725111,2.78,0,,2.544e19,,3.32e19,2.6,,,481000.0,,1.03e7,,0.0,0,,9.55e6,1.84e6,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,,,0,2454.0,,4220.0,2921.0,,7700.0,2.78e6,,1.92e6,1.08e6,840000.0,,,,643000.0,,0,0,0.0,0,0.0,0.341,,0.235,,2.78e6,1.918e6,1.0e7,8.16,0.278,0.235,1.0,1.0,1.49199043,1.23969041,0.50497885,0.6703728,0.7168551,0.76515908,0.80671346,0.83812539,0.82855603,0.77917719,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1111111111,11111100,0,1,0.81134328,0.34264165,0.132204,3.05575736,0.10222251,0.00276583,0.0024796,,,0.25925925925925924
no_dev,1,1,1,3,1,1,4,7,2,4,3,2,2,0,9697,JT60U,8,NONAME,20051025,19990300,33649,11.91,11910,11.885,11.935,NB,HGELM,UNKNOWN,UNKNOWN,NA,TYPE-I,50.0,,,,,,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,3.24,,0.83,0.8298384019,1.53,1.52939942,1.40947908,0.16,,,0.0,3.31,62.1,,,C,C,C,NONE,,,1,3.08,0.0,,1.7999999999999998,,3.03,,,,,,,,,,,0.32908427,3.4099999999999997,0,,3.161e19,,3.98e19,2.55,,,497000.0,,1.26e7,,0.0,0,,1.18e7,2.44e6,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,,,0,2320.0,,4140.0,2874.0,,7210.0,3.33e6,,2.27e6,1.23e6,1.04e6,,,,580000.0,,0,0,0.0,0,0.0,0.338,,0.231,,3.33e6,2.278e6,1.23e7,9.86,0.2707,0.231,1.0,1.0,1.57396188,1.27761651,0.53883787,0.69524468,0.72856084,0.77458691,0.8168348,0.85970829,0.85224245,0.80532479,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1111111111,111111100,0,1,0.83202417,0.40984386,0.17962935,3.0387353,0.14129193,0.00272165,0.00297697,,,0.2561728395061728
no_dev,1,1,1,3,1,1,4,7,2,4,3,2,2,0,9698,JT60U,8,NONAME,20051025,19990300,33650,8.366,8366,8.341,8.391,NB,HGELM,UNKNOWN,UNKNOWN,NA,TYPE-I,50.0,,,,,,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,3.24,,0.812,0.8105706676,1.56,1.55450787,1.43234652,0.163,,,0.0,3.22,60.4,,,C,C,C,NONE,,,1,3.08,0.0,,1.7999999999999998,,2.98,,,,,,,,,,,0.33455308,3.53,0,,3.176e19,,4.64e19,2.7,,,545000.0,,1.26e7,,0.0,0,,1.18e7,2.3e6,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,-0.0166,,,0,2250.0,,4150.0,2836.0,,6870.0,3.15e6,,2.22e6,1.21e6,1.01e6,,,,564000.0,,0,0,0.0,0,0.0,0.31,,0.219,,3.15e6,2.212e6,1.24e7,10.1,0.254,0.219,1.0,1.0,1.47311266,1.19916908,0.50830135,0.65525522,0.6827062,0.72922881,0.77542801,0.81715154,0.8114022,0.76827133,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1111111111,111111100,0,1,0.87204969,0.40479345,0.21241919,2.98906231,0.15782605,0.00273969,0.00296222,,,0.2506172839506173
no_dev,1,1,1,4,1,1,5,7,2,4,3,2,2,0,9699,JT60U,8,NONAME,20051025,19990300,33652,6.927,6927,6.902,6.952,NB,HSELM,UNKNOWN,UNKNOWN,NA,TYPE-III,90.0,,,,,,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,3.24,,0.855,0.8542431995,1.47,1.46739415,1.35606419,0.161,,,0.0,3.37,63.4,,,C,C,C,NONE,,,1,3.07,0.0,,1.7999999999999998,,2.97,,,,,,,,,,,0.32884871,1.98,0,,1.815e19,,2.47e19,2.6,,,643000.0,,5.99e6,,0.0,0,,5.49e6,630000.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0687,,,0,2140.0,,3620.0,2249.0,,5230.0,1.6e6,,1.13e6,669000.0,464000.0,,,,492000.0,,0,0,0.0,0,0.0,0.294,,0.205,,1.6e6,1.13e6,6.14e6,5.51,0.2606,0.205,1.0,1.0,1.14373135,0.94716069,0.36622309,0.51077207,0.56501839,0.60754862,0.63801372,0.64674493,0.63635275,0.59367454,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1111111111,11111100,0,1,0.7851632,0.25217687,0.11792645,3.04091202,0.09287852,0.00254577,0.00145788,,,0.26388888888888884
no_dev,1,1,1,4,1,1,5,7,2,4,3,2,2,0,9700,JT60U,8,NONAME,20051025,19990300,33652,7.448,7448,7.423,7.473,NB,HSELM,UNKNOWN,UNKNOWN,NA,TYPE-III,33.3,,,,,,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,3.24,,0.848,0.847554478,1.48,1.47844058,1.369847,0.16,,,0.0,3.34,63.0,,,C,C,C,NONE,,,1,3.08,0.0,,1.7999999999999998,,2.98,,,,,,,,,,,0.33013377,2.3,0,,2.12e19,,2.88e19,2.65,,,470000.0,,8.17e6,,0.0,0,,7.45e6,1.5e6,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,-0.0205,,,0,2687.0,,5000.0,2925.0,,7470.0,2.27e6,,1.63e6,951000.0,682000.0,,,,613000.0,,0,0,0.0,0,0.0,0.353,,0.255,,2.27e6,1.637e6,7.92e6,6.42,0.2866,0.255,1.0,1.0,1.40512306,1.23453623,0.48883279,0.66823902,0.72832289,0.78027676,0.81808625,0.8376865,0.82608405,0.77293832,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1111111111,11111100,0,1,0.79760479,0.28836336,0.09041642,3.02907517,0.06936257,0.00286685,0.00211867,,,0.26172839506172835
no_dev,1,1,1,3,1,1,4,7,2,4,3,2,2,0,9701,JT60U,8,NONAME,20051025,19990300,33652,7.939,7939,7.914,7.964,NB,HGELM,UNKNOWN,UNKNOWN,NA,TYPE-I,36.7,,,,,,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,3.24,,0.838,0.8368287406,1.5,1.49580512,1.3849228,0.162,,,0.0,3.3,62.2,,,C,C,C,NONE,,,1,3.07,0.0,,1.7999999999999998,,2.98,,,,,,,,,,,0.33294135,3.12,0,,2.895e19,,3.68e19,3.05,,,473000.0,,1.04e7,,0.0,0,,9.7e6,2.01e6,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0305,,,0,2650.0,,4880.0,3110.0,,7420.0,3.1e6,,2.19e6,1.29e6,902000.0,,,,599000.0,,0,0,0.0,0,0.0,0.381,,0.268,,3.1e6,2.195e6,1.02e7,8.19,0.3039,0.268,1.0,1.0,1.63597604,1.35933588,0.5690257,0.74468487,0.78820696,0.83861422,0.88021462,0.91799447,0.90845449,0.85599043,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1111111111,111111100,0,1,0.81818182,0.38133333,0.14692977,3.00353203,0.09710821,0.0028904,0.002889,,,0.25864197530864197
no_dev,1,1,1,3,1,1,4,7,2,4,3,2,2,0,9702,JT60U,8,NONAME,20051025,19990300,33652,8.453,8453,8.428,8.478,NB,HGELM,UNKNOWN,UNKNOWN,NA,TYPE-I,40.0,,,,,,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,3.24,,0.831,0.8302533751,1.51,1.50728306,1.3947677,0.159,,,0.0,3.27,61.6,,,C,C,C,NONE,,,1,3.08,0.0,,1.7999999999999998,,2.98,,,,,,,,,,,0.33437797,3.35,0,,3.107e19,,3.78e19,2.45,,,492000.0,,1.25e7,,0.0,0,,1.17e7,2.35e6,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,-0.353,,,0,2300.0,,4360.0,2905.0,,6400.0,3.09e6,,2.22e6,1.19e6,1.03e6,,,,600000.0,,0,0,0.0,0,0.0,0.303,,0.225,,3.09e6,2.216e6,1.22e7,9.85,0.2533,0.225,1.0,1.0,1.47856296,1.26305374,0.53072934,0.68738751,0.72274868,0.76600643,0.80685097,0.8492381,0.84165295,0.79495431,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1111111111,111111100,0,1,0.83119266,0.40303532,0.16935824,2.99062763,0.13874467,0.00270664,0.00292724,,,0.2564814814814815
no_dev,1,1,1,4,1,1,5,7,2,4,3,2,2,0,9703,JT60U,8,NONAME,20051025,19990300,33654,6.939,6939,6.914,6.964,NB,HSELM,UNKNOWN,UNKNOWN,NA,TYPE-III,70.0,,,,,,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,3.24,,0.848,0.8488223238,1.48,1.48286705,1.369847,0.157,,,0.0,3.35,63.0,,,C,C,C,NONE,,,1,3.08,0.0,,1.7999999999999998,,2.97,,,,,,,,,,,0.33013377,2.06,0,,1.878e19,,2.84e19,2.6,,,626000.0,,6.19e6,,0.0,0,,5.71e6,690000.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.456,,,0,2147.0,,4190.0,2512.0,,6860.0,1.83e6,,1.25e6,699000.0,551000.0,,,,485000.0,,0,0,0.0,0,0.0,0.352,,0.221,,1.83e6,1.249e6,6.34e6,5.6499999999999995,0.2886,0.221,1.0,1.0,1.27997828,1.0185796,0.39625314,0.55090388,0.60631618,0.65278035,0.68492589,0.69545771,0.68506982,0.63947263,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1111111111,11111100,0,1,0.79522388,0.25904655,0.12333715,3.02907517,0.09676185,0.00256264,0.00161651,,,0.26172839506172835
no_dev,1,1,1,3,1,1,4,7,2,4,3,2,2,0,9704,JT60U,8,NONAME,20051025,19990300,33654,7.42,7420,7.395,7.445,NB,HGELM,UNKNOWN,UNKNOWN,NA,TYPE-I,20.0,,,,,,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,3.24,,0.839,0.8393607547,1.5,1.50128544,1.3816234,0.158,,,0.0,3.32,62.2,,,C,C,C,NONE,,,1,3.08,0.0,,1.8099999999999998,,2.99,,,,,,,,,,,0.33290903,2.4499999999999997,0,,2.228e19,,3.07e19,2.5,,,426000.0,,8.45e6,,0.0,0,,7.81e6,1.39e6,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,-0.0102,,,0,2656.0,,4600.0,3463.0,,8530.0,2.83e6,,1.9e6,1.02e6,883000.0,,,,638000.0,,0,0,0.0,0,0.0,0.413,,0.278,,2.83e6,1.904e6,8.24e6,6.85,0.3434,0.278,1.0,1.0,1.69248914,1.35602574,0.54194722,0.7355357,0.79577031,0.85323313,0.90013385,0.92536708,0.91396483,0.85700677,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1111111111,111111100,0,1,0.81777108,0.29959484,0.09467719,3.00382358,0.07609192,0.00288084,0.00248382,,,0.2589506172839506
no_dev,1,1,1,3,1,1,4,7,2,4,3,2,2,0,9705,JT60U,8,NONAME,20051025,19990300,33654,8.005,8005,7.98,8.03,NB,HGELM,UNKNOWN,UNKNOWN,NA,TYPE-I,26.7,,,,,,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,3.23,,0.827,0.8275177717,1.52,1.52189905,1.40577288,0.155,,,0.0,3.27,61.3,,,C,C,C,NONE,,,1,3.08,0.0,,1.7999999999999998,,2.99,,,,,,,,,,,0.33349767,2.75,0,,2.525e19,,3.49e19,2.7,,,398000.0,,1.06e7,,0.0,0,,9.76e6,2.01e6,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0925,,,0,2797.0,,4800.0,3544.0,,8810.0,3.02e6,,2.16e6,1.21e6,955000.0,,,,728000.0,,0,0,0.0,0,0.0,0.372,,0.264,,3.02e6,2.162e6,1.02e7,8.19,0.2961,0.264,1.0,1.0,1.61488181,1.40343985,0.56962855,0.76017605,0.81287551,0.86924734,0.9173875,0.95215321,0.94241052,0.88675274,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1111111111,111111100,0,1,0.83669725,0.32867325,0.10491772,2.99852166,0.07793833,0.00299921,0.0028735,,,0.25603715170278635
no_dev,1,1,1,3,1,1,4,7,2,4,3,2,2,0,9706,JT60U,8,NONAME,20051025,19990300,33654,8.351,8351,8.326,8.376,NB,HGELM,UNKNOWN,UNKNOWN,NA,TYPE-I,36.7,,,,,,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,3.23,,0.821,0.8210167865,1.53,1.5300577,1.42174137,0.158,,,0.0,3.24,61.1,,,C,C,C,NONE,,,1,3.08,0.0,,1.8099999999999998,,3.0,,,,,,,,,,,0.33716352,2.9299999999999997,0,,2.676e19,,3.76e19,2.8,,,395000.0,,1.27e7,,0.0,0,,1.17e7,2.75e6,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,-0.0171,,,0,2952.0,,4770.0,3811.0,,8120.0,3.53e6,,2.36e6,1.31e6,1.05e6,,,,791000.0,,0,0,0.0,0,0.0,0.376,,0.253,,3.53e6,2.366e6,1.21e7,9.35,0.2917,0.253,1.0,1.0,1.71181763,1.43011008,0.58370458,0.77223956,0.82093793,0.87518225,0.9234814,0.96471383,0.95613053,0.90210822,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1111111111,111111100,0,1,0.85472222,0.34280143,0.10564351,2.96591991,0.07460243,0.00310371,0.00316991,,,0.25417956656346746
no_dev,1,1,1,3,1,1,4,7,2,4,3,2,2,0,9707,JT60U,8,NONAME,20051025,19990300,33654,8.458,8458,8.433,8.483,NB,HGELM,UNKNOWN,UNKNOWN,NA,TYPE-I,35.0,,,,,,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,3.23,,0.819,0.8197488061,1.53,1.53279414,1.41934049,0.155,,,0.0,3.23,60.7,,,C,C,C,NONE,,,1,3.08,0.0,,1.7999999999999998,,2.99,,,,,,,,,,,0.33694035,2.87,0,,2.561e19,,3.55e19,2.9,,,368000.0,,1.28e7,,0.0,0,,1.18e7,2.73e6,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0395,,,0,3160.0,,5210.0,3799.0,,8850.0,3.45e6,,2.28e6,1.32e6,962000.0,,,,858000.0,,0,0,0.0,0,0.0,0.37,,0.243,,3.45e6,2.277e6,1.21e7,9.37,0.2851,0.243,1.0,1.0,1.68569808,1.39435451,0.5665811,0.7514741,0.80051514,0.85394626,0.90321803,0.94326398,0.93455599,0.88152027,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1111111111,111111100,0,1,0.85263158,0.33660494,0.09380321,2.96788438,0.06421337,0.00321904,0.00306559,,,0.25356037151702787
no_dev,1,1,1,3,1,1,4,7,2,4,3,2,2,0,9712,JT60U,8,NONAME,20051025,19990300,33662,8.33,8330,8.305,8.355,NB,HGELM,UNKNOWN,UNKNOWN,NA,TYPE-I,23.3,,,,,,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,3.23,,0.839,0.8403480119,1.51,1.51485128,1.40818224,0.166,,,0.0,3.35,63.2,,,C,C,C,NONE,,,1,3.08,0.0,,1.7999999999999998,,3.08,,,,,,,,,,,0.32701923,2.6799999999999997,0,,2.488e19,,3.24e19,2.6,,,472000.0,,1.07e7,,0.0,0,,9.62e6,2.65e6,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0389,,,0,2460.0,,4510.0,3333.0,,8130.0,2.97e6,,1.97e6,1.05e6,919000.0,,,,609000.0,,0,0,0.0,0,0.0,0.401,,0.265,,2.97e6,1.974e6,1.01e7,7.449999999999999,0.2941,0.265,1.0,1.0,1.59857912,1.33506306,0.54220312,0.72481065,0.77705095,0.83166364,0.86753547,0.89609288,0.88592907,0.83203226,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1111111111,11111100,0,1,0.81134328,0.33031641,0.12782316,3.05792411,0.09762076,0.00277251,0.002566,,,0.2597523219814241
no_dev,1,1,1,3,1,1,4,7,2,4,3,2,2,0,9713,JT60U,8,NONAME,20051025,19990300,33663,7.856,7856,7.831,7.881,NB,HGELM,UNKNOWN,UNKNOWN,NA,TYPE-I,13.3,,,,,,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,3.24,,0.843,0.8418851536,1.5,1.49603044,1.3817444,0.157,,,0.0,3.34,62.8,,,C,C,C,NONE,,,1,3.08,0.0,,1.7999999999999998,,3.02,,,,,,,,,,,0.32793538,2.43,0,,2.297e19,,2.77e19,2.45,,,446000.0,,8.0e6,,0.0,0,,7.21e6,1.77e6,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.017,,,0,2547.0,,4500.0,3568.0,,10400.0,2.63e6,,1.93e6,985000.0,942000.0,,,,539000.0,,0,0,0.0,0,0.0,0.449,,0.328,,2.63e6,1.929e6,7.65e6,5.88,0.3438,0.328,1.0,1.0,1.63938154,1.44392954,0.58175347,0.79095081,0.85515917,0.92137778,0.96734989,0.98822629,0.97542078,0.91279518,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1111111111,11111100,0,1,0.80838323,0.3006,0.10023154,3.04938121,0.0826177,0.00280772,0.00249261,,,0.2601851851851852
no_dev,1,1,1,3,1,1,4,7,2,4,3,2,2,0,9714,JT60U,8,NONAME,20051025,19990300,33663,7.963,7963,7.938,7.988,NB,HGELM,UNKNOWN,UNKNOWN,NA,TYPE-I,20.0,,,,,,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,3.24,,0.84,0.8406239018,1.5,1.50222427,1.38941565,0.157,,,0.0,3.33,62.7,,,C,C,C,NONE,,,1,3.08,0.0,,1.7999999999999998,,3.02,,,,,,,,,,,0.33028196,2.63,0,,2.439e19,,3.09e19,2.4,,,462000.0,,7.96e6,,0.0,0,,7.31e6,1.68e6,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,-0.0933,,,0,2404.0,,4560.0,3150.0,,8450.0,2.62e6,,1.93e6,1.01e6,912000.0,,,,489000.0,,0,0,0.0,0,0.0,0.424,,0.316,,2.62e6,1.924e6,7.77e6,6.09,0.3372,0.316,1.0,1.0,1.60942619,1.3824573,0.5659177,0.76185708,0.81747214,0.8792755,0.91905254,0.94215954,0.93088588,0.87236689,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1111111111,111111100,0,1,0.81081081,0.32436667,0.11953911,3.02771605,0.09987045,0.0027375,0.00250394,,,0.25925925925925924
no_dev,1,1,1,3,1,1,4,7,2,4,3,2,2,0,9715,JT60U,8,NONAME,20051025,19990300,33663,8.428,8428,8.403,8.453,NB,HGELM,UNKNOWN,UNKNOWN,NA,TYPE-I,30.0,,,,,,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,3.24,,0.831,0.8300445494,1.52,1.51650191,1.39929617,0.156,,,0.0,3.29,61.8,,,C,C,C,NONE,,,1,3.08,0.0,,1.7999999999999998,,3.01,,,,,,,,,,,0.33131742,3.05,0,,2.82e19,,3.76e19,2.8,,,556000.0,,1.03e7,,0.0,0,,9.45e6,2.15e6,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0476,,,0,2267.0,,4140.0,3016.0,,7270.0,2.74e6,,2.02e6,1.1e6,921000.0,,,,501000.0,,0,0,0.0,0,0.0,0.351,,0.257,,2.74e6,2.017e6,1.0e7,7.85,0.274,0.257,1.0,1.0,1.45685543,1.26381112,0.52676724,0.69312913,0.73340633,0.78464076,0.8267798,0.85975858,0.85128043,0.80152451,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1111111111,111111100,0,1,0.83161094,0.36675804,0.18341138,3.01825362,0.13136736,0.00268715,0.00264684,,,0.2564814814814815
